company,education,experience,industry,jobdescription,jobid,joblocation_address,jobtitle,numberofpositions,payrate,postdate,site_name,skills,uniq_id
dynproindia,"UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",1 - 3 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Hiring for PMO-C2H(Contract) Mode of hiring: C2H(Contract) Notice period: Immediate/ 15 days Job Loc: Chennai Salary:INR Less Than 50,000 - 2,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Project Management Role:Project Manager-IT/Software Keyskills pmo project management project management officer Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: dynproindia Established in 1996, DynPro, Inc. has grown to be a leading player in IT recruitment, E-Commerce Project Deployment and SAP consulting. DynPro's world headquarters are located near the famous Research Triangle Park area in US with branch offices in UK, France, Morocco, Sweden & Australia. DynPro, India is based in Bangalore with offices in New Delhi, Pune and Kolkata and is a leading vendor for the largest global IT companies for their staffing programs. We have over 800 consultants working for us accross the country with clients like IBM, Accenture, Indegene, Wipro, PWC, Sony, HCL, L&T Infotech, NTT, Tech Mahindra, etc. You can learn more about us through our websites at http://www.dynproindia.com. Please feel free to get in touch for any queries Download PPT Photo 1   View Contact Details",271115000389,Chennai,Hiring for Pmo-c2h(contract),,"Less Than 50,000 - 2,00,000 P.A",2015-11-27 01:33:13 +0000,,IT Software - Application Programming,d0ea7ebe99655e96b84770f8c53042fa
Inesh Management Consultancy hiring for Manufacturing Company,UG: Any Graduate - Any Specialization PG:MBA/PGDM - HR/Industrial Relations Doctorate:Doctorate Not Required,5 - 8 yrs,Automobile / Auto Anciliary / Auto Components,"Job Description   Send me Jobs like this Minimum 5Yrs of experience in HR Activities MBA/MSW Regular Recruitment handling Competency Mapping Employee Engagement Salary:INR 5,00,000 - 6,00,000 P.A Industry: Automobile / Auto Anciliary / Auto Components Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:HR Executive Keyskills Senior HR Recruitment Employee Engagement Competency Mapping Mba MSW HR Executive Senior HR Executive Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:MBA/PGDM - HR/Industrial Relations Doctorate:Doctorate Not Required Experience in Sales HR Employee Engagement End to end recruitment HR from Plant or manufacturing are not preferred. Company Profile: Inesh Management Consultancy Manufacturing Company HR Consultancy Download PPT Photo 1   View Contact Details",281115003709,Chennai,Senior HR Executive,,"5,00,000 - 6,00,000 P.A",2015-11-28 01:33:13 +0000,,HR,c0d720671891e17bbd5d82d12c536002
Regal Consulting,"UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",2 - 7 yrs,Ceramics / Sanitary ware,"Job Description   Send me Jobs like this * Handling Channel- Dealers / Distributors. * Handling Projects- meeting Architects,Builders,Contractors Salary:INR 3,00,000 - 7,00,000 P.A. Excellent Perks Industry: Ceramics / Sanitary ware Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales/Business Development Manager Keyskills Sanitary Ware Project Sales Tiles Project Handling bathroom Ceramics and Sanitary ware ceramics and building material ceramics and bathroom fittings sanitaryware and sanitary ware ceramics and paint ceramics and bath fittings Desired Candidate Profile Education- UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required *Must have prior experience in similar industry. * For channel, the candidate should have good rapport with Dealers/Distributors etc. * For Project- candidate must have rapport with Architects,Builders,Contractors etc. Company Profile: Regal Consulting For India's Leading Ceramic / Sanitaryware Company Download PPT Photo 1   View Contact Details",300715005086,"Ernakulam / Kochi/ Cochin , Bengaluru/Bangalore , Chennai",Channel/ Project Sales with India's Leading Ceramic/sanitaryware Co,,"3,00,000 - 7,00,000 P.A. Excellent Perks",2015-11-29 01:33:13 +0000,,Sales,6841cd814cc738c5bbfee84a619c74ae
Ikya Human Capital Solutions Pvt Ltd hiring for HCL Technologies Limited,"UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Any Specialization",4 - 9 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Greeting from IKYA..!!! This is Nirmalraj from IKYA global. I have an excellent opportunity with at Top Infra company for Netbackup Admin at Chennai & Noida Kindly have a look in the below interview details, Permanent payroll with HCL Interview Date: 5th December 2015 (Saturday) Interview Location: Noida Joining location: Chennai & Noida  Experience required: 4 - 12 years L2: Relevant experience -  4 years L3: Relevant experience -  6 years Multiple openings going on - Interested candidates apply ASAP Only 2 rounds of Interview - Online & technical interview + HR discussion Interested candidates can send me your updated profile along with the following details to nirmalraj.s@ikyaglobal.com Details Required: Availability on 5th Dec 2015 (Saturday): Yes / No Current Company: Current location: Total Experience: Relevant Experience: CTC: Expected ctc: Notice period: For queries kindly reach me at +91-9894897754 You can still apply, if you have experience in the following skill : Windows / Linux / UNIX / Netapp / Netbackup / Solaris / AIX / Exchange / networks Data / Oracle DBA / SQL DBA / Cisco Voice / EMC Clariion Kindly have a look in the below JD of Netbackup for your reference, Designing and Implementing Netbackup solution. Experience on different tapes and library technologies, i.e. IBM/HP/STK etc. Good exposure to advance backup functions like Oracle DB backup, SAP backup, NDMP backups, Vmware VADP backup, SQL backup, exchange backup etc. Experience of Configuring Media and Master Servers. Good understanding of different OS and their file systems, i.e. AIX, HPUX, Solaris, windows etc. Backup migration for database backups from different location/Regions. Implementation of LAN free/SAN based backups. Performance tuning and optimization for Netbackup and storage. Work closely with Storage team for storage related issues. Should have worked in ITIL environment. Should possess good knowledge on performance management for Backup/Restore. Possess good understanding on deduplication, synthetic backup and data sizing etc. Experience of patching and firmware upgrade for backup environment. Scripting / Automation of Major/ Complex Tasks. Good knowledg (1.) Incident Management + Change Management (Planning & Execution) On - call Escalation Ticket Quality Process adherence & Security compliance Customer feedback ( Appreciations, CSAT survey results) KB preparation and review, Knowlegde sharing & documentation Root cause analysis / Problem Management + Capicity / Architectural Management SLA compliance for tickets !!!...Wishing you all the best...!!! Thanks & Regards, Nirmalraj.S - Senior consultant, Ikya Global, nirmalraj.s@ikyaglobal.com Salary:INR 5,00,000 - 14,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Hardware , Technical Support , Telecom Engineering Role Category:IT Hardware Role:System Administrator Keyskills Netbackup veritas netbackup veritas netbackup admin veritas netbackup administrator netback up net backup veritas backup symantec backup Desired Candidate Profile Education- UG: Any Graduate PG:Any Postgraduate Doctorate:Any Doctorate - Any Specialization, Any Specialization Please refer to the Job description above Company Profile: Ikya Human Capital Solutions Pvt Ltd HCL Technologies Limited CMM Level 5 Company Download PPT Photo 1   View Contact Details",281115004377,"Chennai , Noida",Opportunity for Netbackup L2/l3 - Interview on 5th Dec 2015 (saturday),35.0,"5,00,000 - 14,00,000 P.A",2015-11-28 01:33:13 +0000,,IT Hardware,ef2df68b531dee1207dbf9408cdeef60
ProdEx Technologies,"UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",1 - 5 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Sales! Sales! Sales! for more details email me to asha@prodexnet.com or reach me on 044-28113640 Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: Sales , Retail , Business Development Role Category:Corporate Sales Role:Sales Executive/Officer Keyskills Software Sales Inside Sales software selling BDM International Sales CRM Selling Application sales Sales Desired Candidate Profile Education- UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required -If you dream to be part of world-class, patented products selling company, -If you are looking to sell in the USA Market, -If you are willing to earn huge Incentive, then ProdEx may be the best place for you! Company Profile: ProdEx Technologies Since 1997, ProdEx Technologies has been developing world-class, patented products for companies based out of the Silicon Valley. Download PPT Photo 1   View Contact Details",61115001765,Chennai,Hiring Self Motivated - Sales Professionals (software Sales),5.0,Not Disclosed by Recruiter,2015-11-30 01:33:13 +0000,,Sales,679ad7e60ba8c3fb0ffdadc3164bb8cc
Meru Consultants Technologies Pvt.Ltd,UG: Any Graduate - Any Specialization PG:MBA/PGDM - Any Specialization Doctorate:Doctorate Not Required,5 - 9 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Administration of SQL Server 2000 / 2008 Production Databases. Monitor and maintain all SQL backups and restoration tasks. Monitor SQL Server Jobs (SQL Server Agent and Maintenance Plans Jobs). Troubleshooting SQL Server production issues in a timely manner. Responsible for Capacity planning and monitoring database growth. Monitor SQL Replication. Update replication as required.. Managing SQL Server security and logins. Resolve issues with application security. Importing and Exporting client data using SSIS. Provide input for corporate disaster recovery strategies. Building or rebuilding indexes to improve performance. Dealing with performance issues on production servers. Search performance bottlenecks or perform other monitoring tasks using SQL Server Profiler. Work with Developers to deploy SQL changes to Production databases. Security of Data and Database System. Manage Credit card encryption process. Reviewing SQL Server database objects written by developers making sure code comply with current company standards. Work with application developers to understand how in-house developed CRMS application (VB and .net) work. Indexing database and making sure required indexes are present on all objects. Writing T-SQL statements. Salary:INR 7,00,000 - 9,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Admin/Maintenance/Security/Datawarehousing Role:DBA Keyskills SQL DBA Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:MBA/PGDM - Any Specialization Doctorate:Doctorate Not Required   Company Profile: Meru Consultants Technologies Pvt.Ltd A Client of Meru Download PPT Photo 1   View Contact Details",141015004251,Chennai,SQL DBA LVL4,1.0,"7,00,000 - 9,00,000 P.A",2015-11-29 01:33:13 +0000,,IT Software - Application Programming,cc526086f420594140fad2a5b7fe9c62
Habiliss Systems Private Limited,"UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",5 - 7 yrs,BPO / Call Centre / ITES,"Job Description   Send me Jobs like this Qualification & Experience : 5 to 7 years of Operation experience in the service industries (KPO / BPO)  Should have managed 24 /7 operations team.  Graduate or post graduate candidate  Should have team handling experience Job Description Hands on Working experience in 24/7 global operations Thorough knowledge on shift scheduling for 24/7 operations Managing shrinkage Good in team handling, people management, good interpersonal relationship Client communication both written and oral and Generate daily, weekly ,monthly reports. Team scheduling, performance mapping, appraisal of team and optimize team utilization. Sports savvy and knowledgeable in sports like Soccer, Handball, Volleyball, Tennis and Ice Hockey. Responsible for quality and productivity. Ensure that no single error is made by operators. Coach the supervisors in achieving this. Should be well organized, process oriented, having great follow-up skills, logical and analytical thought process, estimation sense Proactive verbal and written communicator skills, including good, active listening skills. Team manager, organize regular meetings with team and minute the meetings. Liaise with HR team in recruiting replacements in existing team. Managing the overall project management plan to ensure work is assigned and completed on time Identifying, tracking managing and resolving project issues If interested please send your resume to recruitment@habiliss.com with below details. Current CTC : Notice Period : Expected CTC :  Habiliss Systems Pvt Limited. JVL Plaza, Ground floor & 4th Floor ,501 Anna Salai, Teynampet, Chennai -600018 Landmark - SIET College Signal (Opp to Voltas building). Interview Time : 10.30 AM to 5.00 PM  If you have any doubts, please give a call to 044- 49086146 / 6100 (10.00.AM to 6.00 PM) Salary:INR 4,00,000 - 7,00,000 P.A. Incentive + Statutory Bonus, etc Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Operations Role:Operations Manager Keyskills BPO Recruitment HR Operations Scheduling People Management Client Communication Team Management Team Handling team leader relationship management handling a team tl man management sales Operations Management Desired Candidate Profile Education- UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Habiliss Systems Private Limited Habiliss is an initiative of Amnet, a leading global provider of outsourcing services. Located in Chennai, India, Amnet was founded in 2000 and led the development of the outsourcing industry in India. Since then, the company has grown into a global leader of outsourcing services. Our services have reduced costs, increased productivity, and driven business growth for organizations around the world. The support services Habiliss offers are extensive, ranging from performing mundane tasks such as word processing, data harvesting, data entry, and travel planning to strategic activities that include data management, lead generation, custom market research and business intelligence, mergers and acquisitions (M&A) database development, and much more. Download PPT Photo 1   View Contact Details",301115074813,Chennai,Required Project Manager for 24 /7 Operations - KPO/ BPO,1.0,"4,00,000 - 7,00,000 P.A. Incentive + Statutory Bonus, etc",2015-11-30 01:33:13 +0000,,ITES,2b9587b4c0e9ca6b483722cc443e68df
Talenture Management Consulting,"UG: B.Tech/B.E. - Any Specialization, Any Graduate - Any Specialization PG:MBA/PGDM - Any Specialization, Finance, Marketing, CA, ICWA(CMA) Doctorate:Doctorate Not Required",15 - 20 yrs,Accounting / Finance,"Job Description   Send me Jobs like this Experience: - Should have worked with top MNCs as COO, CEO, CXO, Directors or equivalent and strong track record of success through revenue turnaround and change management. - Anchors all operational activities of the organization in accordance with policies, goals, and objectives established by the organization. - To Ensure performance targets are clearly laid down for the business as well as for the top executives of the organization - Participate in the development and preparation of short - term and long - term plans, goals and budgets based upon broad organization goals and objectives. Make informed recommendations to the Management & Board. - As a true business partner to the group and the board, assess organizational performance against the annual budget and group's long & short - term strategy - To build strong brand image in the market as well as in the society by ensuring highest standards of quality in the work executed. - Serve as a member of executive leadership team. Represent as member of the board to discuss and deliver commercial, market and operational reviews, strategic studies and business plan reviews. - To Review, assess and recommend enhancements to the current status of the strategy on a periodical basis - Develop recommendations (strategic and tactical) for the growth & development of the organization and group companies. - Develop and execute analysis of various business initiatives (e.g., expansion, asset acquisition, diversification and etc). - Assist in establishing yearly objectives and meeting agendas, and selecting and engaging outside consultants (auditors, investment advisors etc). - Oversee long-term budgetary planning and costs management in alignment with company strategic plan, especially as the organization considers sponsorships, potential acquisitions, and collaborations with external organizations - Oversee financing strategies and activities, as well as banking relationships. - Develop and utilize forward-looking, predictive models and activity-based financial analysis to provide insight into the organization's operations and business plans - Assists the management in the development & achievement of the organization's goals through proper systems, procedure & policies in all respects. Taking organization to the next level with proper guidance / inputs to the Management & the board. - Provides daily operational leadership to assigned business units, including resource allocation, expense management and educational programs for new and experienced associates. - Responsible of operations, people, financial performance, and growth of the functions as well as the other business units. To achieve budgeted results and other financial criteria - Direct development and implementation of processes, procedures and controls, promote communication and adequate information flow, in order to consolidate management control and organization's direction - Evolve and establish standard operating policies consistent with the Management's broad policies and objectives and oversee proper implementation of the same. - Appraise and evaluate the results of the overall organization regularly and systematically, and reports the results to the management and board. - Develop and maintain a sound plan of organization structure, business imperatives and vision - Design and execute commercial analysis e.g. market sizing, market driver analysis, business model analysis, competitive benchmarking, etc. - Design and execute financial analysis (including high level modeling capability) to support development of strategic insights. - Ensure all regulatory and statutory compliances are met on time with governmental regulations and corporate laws governing business operations. Build good rapport with all external bodies related to business. - Develop business cases and business plans underpinned by robust financial analysis in support of strategic initiatives. And Lead work-stream and analysis on engagements and take responsibility for small teams when required. - Responsible for periodical review of Sales team on their planned vs. actual achievement. - Responsible for periodical review of Engineering team on structure completion, on time delivery, timely execution of milestones & on time execution of pre launch activities. - Responsible for periodical review of Marketing team on their marketing and branding initiatives (both online & offline) - Responsible for periodical review of customer care team on the satisfaction level of the customers and brand loyalty. - Responsible for periodical review of collection team on their Target vs. achievement. - Responsible for periodical review of allied functions as well. - To co-ordinate with statutory auditors and organize the audit and bring out audited accounts in time as per the requirement of the management. - Co-ordinate with each of the departments and verticals to prepare the annual budget and reports for budgetary control. Analysis and review the statement monthly and quarterly. - To take necessary remedial / preventive action in case of any weaknesses / deficiencies noticed in the operating procedures, working methods etc., - Review and finalize the resource allocation plan for the next year based on the verticals- plans. - Develop and utilize forward-looking, predictive models and activity-based financial analyses to provide insight into the organization's operations and business plans. - Review vertical-wise and project-wise monthly, quarterly, half yearly and annual profitability & Cash flow statement - Prepare and maintain regular financial planning reports; Monthly profit and loss forecast by division (vs. budget); Weekly cash flow forecast. - Develop and maintain capital budget. - Assist in development of financial planning and analysis exercises / reports. - Oversee cash, investment, and asset management. - Ensure statutory and regulatory compliance regarding all group organizations. - Defining goals, development and implementation of the purchasing strategies for projects and suppliers - Formulate new strategic objectives as well as co-ordinate for global and forward sourcing - Review procurement / material manual periodically - Monitor overall procurement cost, evaluate, decide and implement cost reduction methods identified by self or by sub-ordinates - Set guidelines for subordinates to follow in terms of purchase price, reorder levels, order quantity, scrap disposal etc. - Review and approve human resources strategy and policy in alignment with corporate strategy - Review HR policies and systems including performance management system - Review Manpower plan for the organization and approve - Review succession strategy plan. - Ensure grievances of employees are addressed across the organization according to the systems and policies laid down - Ensure that the necessary statutory requirements are met in time - Ensure all the enquiries of auditors with regard to HR audit is attend on time and sorted out. - Provide motivation and be a role model to the staff and employees of the company - Review and ensure that functional responsibilities and authority are clearly defined and understood enabling decision making at the lowest practicable level of supervision - Review the performance of the direct reportees / senior management on a periodic basis - Identify and recommend learning and development needs of the direct reportees and plan their learning and development and follow up for implementation - Develop and monitor key performance indicators of the personnel reporting directly and counsel to facilitate their continued development - Enable the team to perform effectively by delegating / assisting / guiding / counseling / developing the senior members of the organization - Monitor the status of employee relations in the Department and initiate pre-emptive action to maintain satisfactory / harmonious employee relations KRA's: - Income from Projects and P&L of all the projects, Departments, Organization as a whole. - To ensure the achievement of targeted net profit margin - Profitability (EBIT / Income from projects) - To ensure achievement of the agreed target against approved budget - Implementation of all engineering planning and monitoring systems - Implementation of material and sub-contractor management systems - Ensure completion of projects in time - Ensure procurement within budget - Streamlining Finance & Accounts policies and procedures - Effective funds planning and management - Cost of funds (Interest and finance charges as a % of revenue) - Ensuring timely and accurate maintenance of books of accounts. - Completion of statutory formalities in time - Identification and reporting risks and providing inputs on risk mitigation - Finalization of audit on time. Salary: Not Disclosed by Recruiter Industry: Accounting / Finance Functional Area: Top Management Role:CEO/MD/Director Keyskills audit statutory formalities risk mitigation finance Accounts procurement engineering counseling assisting ISB Symbiosis Desired Candidate Profile Education- UG: B.Tech/B.E. - Any Specialization, Any Graduate - Any Specialization PG:MBA/PGDM - Any Specialization, Finance, Marketing, CA, ICWA(CMA) Doctorate:Doctorate Not Required Qualification : - A graduate with Post graduation in Business management program, Professional courses like CA / ICWA / ICS or equivalent Preferred candidates : - From IIM, IIT, XLRI, ISB, Symbiosis & other premier Tier-1 B Schools with strong knowledge of Management concepts / Finance & Accounts / Sales & Marketing / Operations and related functions. Company Profile: Talenture Management Consulting Leading Client Download PPT Photo 1   View Contact Details",251115900282,Chennai,Chief Operations Officer / Chief Executive Officer - IIM / IIT / XLRI,,Not Disclosed by Recruiter,2015-11-28 01:33:13 +0000,,Top Management,c298d0f698ad7af987ae225d04e83dda
LADDER CAREERS PRIVATE LIMITED hiring for Leading Home Appliances Company,"UG: B.Com - Commerce PG:M.Com - Commerce, ICWA(CMA) Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",7 - 12 yrs,Consumer Electronics / Appliances / Durables,"Job Description   Send me Jobs like this Hi, We are looking for Finance Controller Chennai for one of the leading Home Appliances Company. Education: BCom/MCom, ICWA (Cost Accountant) Key Areas of Responsibility: Plan and direct management accounting activities (cost & variance analysis, monthly performance analysis, investment decisions, balance sheet management and decision support) for the manufacturing units. Lead the financial monitoring of the units and the implementation of corrective actions. Execute the business planning process, which includes setting up budgets, rolling forecasts and Monthly performance reviews. Ensure that the appropriate information systems are in place for management & financial accounting purposes. Manage the finance and accounting department of the units ensuring appropriate training and capabilities with the staff. Ensure that proper Business and financial controls are maintained in the units and that the organization adheres to it. Takes responsibility for project control (e.g. product-development, equipment creation and others). Takes responsibility of optimisation of cost Role Overview To manage the financial and accounting affairs of a mid-sized plant. Overall responsibility for all accounting operations, financial reporting and management accounting and ensuring the adequacy of internal controls Placement in the Organization Reports to Manufacturing Head and functionally to Finance Head. Contacts with: Unit Managers of all Manufacturing Units. Manufacturing Controllers other BU/BG sites. Functional Managers. Department Heads. Suppliers. Dimensions Relating to Know-How: Technical Know-How, Management Breadth, Human Relation Skills Depth and/or breadth of understanding of the professional area and to handle standard and non standard financial situations; adapt according to the circumstances, deployment of new processes and procedures. Short and mid-term planning. Demonstrated experience in leading cost reduction and process improvement exercises at a country level through robust MIS, scorecards and multi-functional engagement Lead internal and external product cost benchmarking exercises - Negotiations with Toll manufacturers Cost management. Net-asset management. Business and financial controls. Insurance management. Dimensions Relating to Problem Solving: Thinking environment & -challenge Standard and non standard Finance issues. Impacts on business aspects. More focus on short as well as mid-term issues. Deployment of Finance policy. Dimensions Relating to Accountability: Freedom to Act, Magnitude, Nature of impact Ensure that appropriate information systems are in place for management & financial accounting purposes. Ensure that proper internal controls are maintained. Monthly reporting and analysis. Plan and direct management accounting activities (cost & variance analysis, monthly performance analysis, investment decisions, balance sheet management and decision support) for the plant. Execute the planning process, which includes setting up budgets, rolling forecasts and monthly performance reviews. Ensure appropriate management information systems are in place. Typically has impact on Delivery value in the range of 50-100M Will impact Cost of Organisation/Budget managed Net Operating Capital e looking for Finance Controller Manufacturing, Salary:INR 15,00,000 - 30,00,000 P.A Industry: Consumer Electronics / Appliances / Durables Functional Area: Accounts , Finance , Tax , Company Secretary , Audit Role Category:Senior Management Role:Head/VP/GM-CFO/Financial Controller Keyskills Finance Control Desired Candidate Profile Education- UG: B.Com - Commerce PG:M.Com - Commerce, ICWA(CMA) Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: LADDER CAREERS PRIVATE LIMITED Leading Home Appliances Company one of the Leading Home Appliances Company Download PPT Photo 1   View Contact Details",271115006366,Chennai,"Finance Controller Manufacturing,7-12yrs,20-30lacs,chennai",1.0,"15,00,000 - 30,00,000 P.A",2015-11-27 01:33:13 +0000,,Accounts,d7f07e212b31f2234d5d375e99273871
Soft Trends Techno Solutions Pvt Ltd.,"UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",2 - 7 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this SKILLS: Bachelor's degree in a related field such as design or computer science OR significant equivalent experience. - 2-7 years- experience analyzing, designing, developing, testing, and implementing services and applications using AGILE methodology. Significant knowledge of Java, HTML, SQL, EJB (Oracle ADF a plus). Leverages Test Driven Development (JUNIT). - Solid understanding of EAI, Object Oriented Analysis and Design, Design Patterns, and UML. Web development experience using MVC (ADF a huge plus). Web Service experience using REST/SOAP services. - SCRPTING LANGUAGES ANGULAR JS, JQUERY. - understanding of relational databases. Maven, ANT, Continuous Integration- Excellent verbal and written communication skills. Must be a team player. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Project Management Role:Project Manager-IT/Software Keyskills Java HTML Javascript JQuery MVC Rest SQL Ant JUnit J2Ee Spring java hibernate j2ee struts java struts angular js ajax jsp css Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Soft Trends Techno Solutions Pvt Ltd. Softtrends is a 5 year old IT Services Company, spanning the technology value chain. We have 5 Business Units, with over 350 + global clients ranging from Fortune 500 companies to start-ups and Entrepreneurs. Download PPT Photo 1   View Contact Details",291115000057,"Chennai , Bhubaneshwar",Techinal Lead(java)/project Manager,5.0,Not Disclosed by Recruiter,2015-11-29 01:33:13 +0000,,IT Software - Application Programming,de94dfd5e659a70e11fec34a36de5247
Quikker Soluitons hiring for International Airlines,"UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",0 - 4 yrs,Construction / Engineering / Cement / Metals,"Job Description   Send me Jobs like this Eligibilty:- 1. No Age Limit 2. No IELTS 3. Qualification Degree in the relevant profile 4.Experience no required but must be knowledgeable. 5.Sufficient Finds required. Salary: Not Disclosed by Recruiter Industry: Construction / Engineering / Cement / Metals Functional Area: Engineering Design , R&D Role Category:Other Role:Fresher Keyskills Aviation and Aeronauticals Aerospace structural airlines and aeronauticals Desired Candidate Profile Education- UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Quikker Soluitons International Airlines Leading International Airline in India Download PPT Photo 1   View Contact Details",281115004421,"Bengaluru/Bangalore , Mumbai , Chennai",Aeronautical Engineer -fresher/exp,4.0,Not Disclosed by Recruiter,2015-11-28 01:33:13 +0000,,Engineering Design,587ae11febc92de1de7abde6cf41c437
Sardius technology,"UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",0 - 1 yrs,Other,"Job Description   Send me Jobs like this Interested to work in abroad Freshers wit any degree,diploma can apply Never mind about the arrears Domains available - logistics, hospitality, fashion technology, management Ct: sardius technology 9840727048, 9551107346, 9790899594, 9790899249 Salary: Not Disclosed by Recruiter Industry: Other Functional Area: Other Role Category:Other Role:Other Keyskills Technology Management Desired Candidate Profile Education- UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Sardius technology Sardius Technologies (STS) is a Corporate Training solution providers, in building skilled manpower for leading global industry requirements. Download PPT Photo 1   View Contact Details",301115088064,Chennai,Great Opportunity FOR Freshers TO WORK IN Abroad,,Not Disclosed by Recruiter,2015-11-30 01:33:13 +0000,,,cfefb2cd71e5d82621e6b3f1c9a692cc
BRG IRON and STEEL CO PVT LTD,"UG: Any Graduate - Any Specialization, Graduation Not Required PG:MBA/PGDM - Any Specialization, Marketing Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",5 - 10 yrs,Iron and Steel,"Job Description   Send me Jobs like this * LOOK AFTER THE SALES OF THE ENTIRE ZONE FOR IMPLEMENTING COMPANIES CHANNEL POLICIES * DEVELOP NETWORK OF DEALERS & AGENTS IN ASSIGNED STATES OR HANDHOLD MASTER DISTRIBUTION FOR HIS CHANNEL DEVELOPMENT Salary:INR 3,00,000 - 8,00,000 P.A Industry: Iron and Steel Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales/Business Development Manager Keyskills Retail Sales Channel Development Distribution field sales Desired Candidate Profile Education- UG: Any Graduate - Any Specialization, Graduation Not Required PG:MBA/PGDM - Any Specialization, Marketing Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: BRG IRON and STEEL CO PVT LTD Pls. visit our website. Download PPT Photo 1   View Contact Details",11215006486,"Bengaluru/Bangalore , Mumbai , Hyderabad / Secunderabad , Kolkata , Chennai , Pune",SR.. Manager / Manager (traditional Retail Sales),15.0,"3,00,000 - 8,00,000 P.A",2015-12-01 01:33:13 +0000,,Sales,8f9fc5fe8d087bc90a91777a453f6eb1
