clean_description,skills,dictionary_skills,regex_Phrase_skills,tfidf_keywords,ner_skills,ml_category
job description send me jobs like this experience profile experience in should costing of product is must knowledge about various manufacturing processes such as stamping pressure die casting plastic injection molding etc knowledge about costing of various commodities such as plastic parts al die casting electric motors automotive seating system etc preferred knowledge in costing softwares like apriori pcs dfm dfa etc personal attributes ability to develop a team keenness to innovation problem solving abilities commitment to personal and professional growth and eye for details presentation communication skills are prerequisites good team players salary not disclosed by recruiter industry automobile auto anciliary auto components functional area production manufacturing maintenance role category production manufacturing maintenance role project manager production manufacturing maintenance desired candidate profile education ug any graduate pg any postgraduate doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile satyam venture engineering services satyam venture engineering services download ppt photo 1 view contact details,Production,['Communication'],['Communication'],"['manufacturing', 'production', 'auto', 'personal', 'various', 'knowledge', 'maintenance', 'automotive', 'engineering', 'pressure']",['communication'],SKILL
job description send me jobs like this mch ctvs with 0 2 yrs of experience salary inr 18 00 000 20 00 000 p a industry medical healthcare hospitals functional area medical healthcare r d pharmaceuticals biotechnology role category medical professional role surgeon keyskills pediatric surgery desired candidate profile education ug mbbs medicine pg m s m d any specialization doctorate any doctorate any specialization please refer to the job description above company profile max healthcare institute ltd saket max healthcare institute ltd saket download ppt photo 1 view contact details,Medical,['R'],['R'],"['healthcare', 'medical', 'institute', 'max', 'biotechnology', 'hospitals', 'yrs', 'professional', 'doctorate', 'inr']",['r'],SKILL
job description send me jobs like this primary responsibilities manage the contract ensure a seamless service is delivered competencies required are the following performance focus client customer focus working with others developing others leading others managing priority work items managing absenteeism drawing action plan working with training and quality to improve performance managing escalation floor support key result areas drive performance and deliver on agreed service levels comply with contractual requirements comply with any relevant security requirements manage the client relationship manage develop direct reports develop members through coaching feedback draw action plans pip for bottom performers engage team members working with the smes in the team salary inr 5 50 000 6 00 000 p a industry bpo call centre ites functional area ites bpo kpo lpo customer service operations role category voice role assistant manager manager nontechnical keyskills seller support team manager team leader assistant manager customer service customer support customer care desired candidate profile very good in communication skillmin 2 years experiencehandling international processif any one interested who have experience in international customer service please send me your updated cv in my mail id regardshimanshi company profile bcs consulting pvt ltd a leading uk based bpo download ppt photo 1 view contact details,ITES,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication', 'Computer Vision']","['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication', 'Computer Vision']","['customer', 'service', 'managing', 'bpo', 'action', 'manager', 'manage', 'assistant', 'performance', 'team']","['operations', 'bpo', 'kpo', 'customer service', 'communication', 'customer support']",SKILL
job description send me jobs like this season s greetings to you from harvas do you have the heart to serve humanity if yes you shall be rewarded well for the noble cause too we re glad to update you that leading pharmaceutical companies are planning to expand their business in 2016 to meet the growing demands of healthcare requirements in indiathey re gearing up to increase the manpower to promote the precious life saving drugs to serve humanity and the disease pattern which are constantly troubling the mankind requirement if you re science or pharmacy graduate passed out either in 2014 or 2015 and have the mind to serve humanity then you re our choice few criteria for the eligibility are 1 good english communication2 two wheeler with driving license3 willingness to face the odds for the cause remuneration for the noble cause you shall be aptly rewarded a minimum monthly salary of rs 15 500 to rs 22 000 daily allowance tour allowance and miscellaneous up to rs 10 000 per monthin addition to the above you shall be rewarded with quarterly annual cash incentives gifts foreign trips get together etc at the end of the day you not only carry the satisfaction of serving mankind but also a pocketful of salary which even an it engineer can t earn in the initial days if interested harvas shall take the privilege to train you free of cost to get eligible for this job you may refer your friends for these jobs we have provision to accommodate up to 100 talents across south india for details please contact or or or between 9 am to 7 pm from monday to friday we wish you good luck for a great career salary not disclosed by recruiter industry other functional area other role category other role other desired candidate profile education ug any graduate any specialization pg any postgraduate any specialization doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile harvas management solutions pvt ltd harvas management solutions pvt ltd download ppt photo 1 view contact details,,['English'],['English'],"['pharmacy', 'cash', 'driving', 'annual', 'pm', 'update', 'satisfaction', 'free', 'manpower', 'incentives']",['english'],SKILL
job description send me jobs like this 1 fluent in english 2 communicate with customers informing various training program and how it help in career growth 3 responding to emails and chat 4 booking and conducting exams 5 record and document management qualification bachelors degree with more than 60 marks salary not disclosed by recruiter industry it software software services functional area ites bpo kpo lpo customer service operations role category voice role associate senior associate nontechnical desired candidate profile education ug any graduate pg post graduation not required mba pgdm doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile moulik it services llp moulik it services llp is it service company focused on delivering high quality services to our valued customers we understand customer needs and deliver value for money we strongly believe in professionalism and ethics which we demonstrate in our business download ppt photo 1 view contact details,ITES,"['Customer Service', 'BPO', 'KPO', 'Operations', 'English']","['Customer Service', 'BPO', 'KPO', 'Operations', 'English']","['associate', 'services', 'customers', 'customer', 'service', 'program', 'nontechnical', 'focused', 'document', 'communicate']","['operations', 'bpo', 'kpo', 'english', 'customer service']",SKILL
job description send me jobs like this dear candidate we have openings for ad operations 1 programmatic buying for ad operations 2 team lead for ad operations we are looking for only experienced male candidates in the same domain these positions are completely for night shift usa market interested experienced candidates can contact us on this number mobile land line extension 208 experience required more than 3 years in ad operations who must be knowing end to end trafficking and client facing roles and responsibilities of programmatic buying in this role the analyst will be a key contributor to our growing ad operations team the campaign optimization role will be responsible for testing implementing and tracking online and mobile ad campaigns in dbm appnexus brighrol ad server the ideal candidate will be focused detail oriented accountable and can bring an ownership mentality to the table traffic online and mobile ad campaigns creative in dbm appnexus brightroll ad servers perform the day to day ad placement scheduling and updates to the client including rich media ad placements test and troubleshoot the creative to ensure adherence to specifications and proper tracking monitor campaigns to ensure full delivery and troubleshoot delivery discrepancies between first party and third party proactively manage bidding spend smartly and ensure that the client get more margin should have proven knowledge on the campaign optimization techniques daily pacing identifying fraud sites and creating black list creating white list with the best performing sites controlling frequency capping bidding etc systematically design implement and document effective campaign management strategies for cpm cpa cpc cpcv based campaigns while identifying and analysing opportunities for campaign improvement troubleshoot targeting issues resolve any traffic issues and reconcile discrepancies interact with internal as well as external clients including but not limited to coordination and consultation to ensure a successful advertising campaign should have basic knowledge on html and javascript assist the team by identifying process improvements and efficiencies should be strong knowledge on all the functions of programmatic trafficking roles and responsibilities of team lead good ad trafficking online business development good analytical and problem solving abilities should be the owner of trainings and knowledge transfer sessions create an environment oriented to trust open communication creative thinking and cohesive team effort provide the team with a vision of the project objectives motivate and inspire team members lead by setting a good example role model behaviour consistent with words q management updating the tickets in google doc and sending the status emails to the client on pending tickets confirmation tickets and closed tickets create and update the process docs will share with the team for any new changes in the process handels all the client queries process related responsible for qa process provide any training that the team members need communicate clear instructions to team members monitor the team members participation to ensure the training he providing is being put into use and also to see if any additional training is needed manage the flow of day to day work maintains internal and external error trackers maintains time trackers ensure that the team is updating correct numbers and on time will attend the client calls and keep the data ready leave management creates the training plan for new jonnies escalate issues which cannot be resolved by the team provide guidance to the team based on management direction coordinates meetings work with functional managers to obtain necessary resources to support the team s requirements help keep the team focused and on track maintain healthy group dynamics responsible for uniform distribution of volumes within the team salary not disclosed by recruiter industry advertising pr mr event management functional area marketing advertising mr pr media planning role category senior management role head vp gm mgr online digital marketing keyskills ad operations team leading night shift programmatic buying ad trafficking quality analysis client servicing campaign management campaign optimization troubleshooting team management online digital marketing desired candidate profile please refer to the job description above company profile treble clef technology services private limited responsive media tech services is an online media technology services company based in new york with its operations hub in bangalore responsive operates as a back office for online media publishers advertising networks digital agencies and online marketers around the globe especially media companies in the us uk europe and the asia pacific region mainly australia our services include ad operations creative reporting search marketing email production and web design development our operations hub in bangalore operates around the clock as our teams work during the clients business hours download ppt photo 1 view contact details,Marketing,"['JavaScript', 'HTML', 'Operations', 'Communication']","['JavaScript', 'HTML', 'Operations', 'Communication']","['ad', 'team', 'online', 'operations', 'media', 'campaigns', 'ensure', 'advertising', 'client', 'creative']","['operations', 'html', 'javascript', 'communication']",SKILL
job description send me jobs like this risk the role holder will ensure an acceptable standard of work through financial crime review and sign off procedures and will ensure that all non financial crime control procedures are in place and maintained they will ensure that all reports sanctions and extension requests are submitted via the correct channels and that the relevant controls and reporting procedures are adhered to the principle that we will not do business we do not understand will be applied the role holder will take responsibility for ensuring the accuracy and completeness of all data that they encounter and will also ensure that no substantive data integrity issues are found they will drive consistency by ensuring policies and procedures are being applied consistently across all centres communication the role holder will be able to clearly communicate their findings and proposals to colleagues and senior management especially in situations involving non adherence to policy and procedures they will be responsible for facilitating the sign off agreement of solutions in order to improve quality and propose policy changes providing recommendations at senior manager client service the role holder may be the first point of contact for new account queries and will ensure that all interaction with our internal clients is a positive experience and that expectations are managed and met at all times quality measures must be met exceeded in order to show contribution to the end to end processing of account opening within agreed service levels and right first time new account submissions they will provide feedback guidance and coaching to colleagues in order to support the client experience people the role holder will take personal responsibility for supporting the team working ethos and will ensure that they have a development plan in place at all times they will work closely with both the onshore and offshore client due diligence team to identify training gaps and will implement and maintain training and development plans on the back of this they will provide focused coaching when deteriorating trends are identified in know your customer kyc management information they will use all opportunities to raise levels of awareness and competence of client due diligence requirements there will be an element of direct report team management case load management the role holder will be required to undertake pro active workflow management to ensure that all cases are completed according to service level agreements without unnecessary delays and are dealt with in priority order to achieve individual and team targets supervisory responsibilities the role holder will be required to deputize in a supervisory position key clients internal external the role holder s key internal clients will be all international intermediary and private bank colleagues and stakeholders in both front office and operations their key external clients will be 3rd party vendors who are involved in the end to end account opening chain and external auditors skills experience in kyc salary not disclosed by recruiter industry accounting finance functional area financial services banking investments insurance role category operations processes role crm customer service manager keyskills banking front office operations team management senior management service level account opening due diligence client servicing quality improvement workflow management desired candidate profile education ug any graduate any specialization pg any postgraduate any specialization post graduation not required doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile ikya human capital solutions leading client download ppt photo 1 view contact details,Financial Services,"['Customer Service', 'Operations', 'Communication']","['Customer Service', 'Operations', 'Communication']","['account', 'ensure', 'procedures', 'order', 'management', 'client', 'end', 'opening', 'service', 'external']","['communication', 'operations', 'customer service']",SKILL
job description send me jobs like this 5 years or more of work experience in relevant technologies expertise in java j2ee spring hibernate and rest api implementation a must jdbc knowledge is a must development experience in jsp and javascript a plus jpa exposure is desired good oral and written communication exposure to agile process is desired knowledge in tcp ip preferred salary inr 6 00 000 10 00 000 p a industry it software software services functional area it software telecom software role category programming design role software developer keyskills spring java hibernate j2ee rest jpa desired candidate profile education ug any graduate any specialization any specialization any specialization any specialization pg any postgraduate any specialization any specialization any specialization any specialization post graduation not required doctorate any doctorate any specialization any specialization any specialization any specialization doctorate not required please refer to the job description above company profile terafast networks p ltd terafast networks was founded by mr ravichandran an iitian with over two decades of industry experience he worked as a principal software engineer consultant in ellacoya networks from 2001 to 2004 prior to that he was working as a sr project manager in future software limited and was incharge of all tcp ip protocol stacks development and porting including unicast and multicasting routing protocols he also worked as a team leader in banyan networks pvt ltd developing the state of the art digital internet access switch dias and remote access switches and other ethernet switches ravi completed m s computer networks from iit madras and b e in computer science and engg from govt college of technology coimbatore download ppt photo 1 view contact details,IT Software - Telecom Software,"['Java', 'JavaScript', 'Internet', 'Communication']","['Java', 'JavaScript', 'Internet', 'Communication']","['networks', 'specialization', 'software', 'hibernate', 'spring', 'rest', 'ip', 'access', 'worked', 'exposure']","['javascript', 'java', 'communication', 'internet']",SKILL
job description send me jobs like this profile requirement premier b school graduate batch 2014 2015 with 1 years experience in data analytics should be able to manage and drive programs for enhancing user experience and usage ability to analyse and comprehend complex data conceptualize and execute programs basis data analysed expertise in msexcel ms access sql will be an added advantage job profile position shall be responsible for driving customer life cycle management programs for our atm consumer base clm programs to drive usage enhancement conceptualize programs to drive catchment area marketing clm grid management scope out and execute enhancements for clm grid delivery analyse performance parameters and provide insights provide visibility on performance thru clear dashboards reporting position shall be an individual contributor role reporting to vp u r and brand salary not disclosed by recruiter industry telecom isp functional area marketing advertising mr pr media planning role category other role outside consultant desired candidate profile education ug any graduate any specialization pg any postgraduate any specialization doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile bti payments india pvt ltd confidential download ppt photo 1 view contact details,Marketing,"['R', 'SQL']","['R', 'SQL']","['programs', 'drive', 'execute', 'data', 'reporting', 'position', 'marketing', 'performance', 'provide', 'school']","['r', 'sql']",BI_TOOL
job description send me jobs like this the resource management rep is responsible for the demand fulfillment of the delivery units assigned the scheduler will be the single point of contact for the business for all staffing related requirements he or she is responsible for providing timely information to facilitate future resourcing decisions on a monthly or quarterly basis i e hiring externally sourcing contractors transfer of staff among operating groups counseling out redundancy etc this individual provides in direct support to one or several clients in a client group and or or one entity or geography or function the key responsibilities are demand provide the sourcing strategy within defined slas validate the demands update the criticality of demands in abacus high or medium or low identify and update the channels of fulfillment along with the scheduling lead and resource mobilization leadsupply identify internal supply from roll offs update accurate roll off information of the resources trade resources from within account groupsidentify external supply from recruitment channels liaise with recruitment team contract management team cmt liaise with the cmt for contracting resourcesdemand fulfillmentmatch supply with demand and shortlist suitable resources based on resume and discussion with the candidate provide short listed resources to the project and track to closure send lock requests or provide support for the project managers on sending the lock requests engagement with businesshold weekly calls with the delivery unit leads and delivery group leads on the demand fulfillmentdevelop impactful relationships with the business and provide proactive solutions on demand fulfillmentsystem related activities maintain the soft lock limits follow up with the projects on allocation of the resourcesupdate the data base on the allocation of the resourcesvalidate demandscapture resource related information change of location roll off details scheduling remarks work experience 1 3 years of relevant work experience salary not disclosed by recruiter industry it software software services functional area hr recruitment administration ir role category hr recruitment ir role hr executive keyskills recruitment staffing hiring resourcing resource management scheduling contract management proactive fulfillment geography desired candidate profile education ug any graduate any specialization pg mba pgdm hr industrial relations company profile accenture accenture is a leading global professional services company providing a broad range of services and solutions in strategy consulting digital technology and operations combining unmatched experience and specialized skills across more than 40 industries and all business functionsunderpinned by the worlds largest delivery networkaccenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders with approximately 373 000 people serving clients in more than 120 countries accenture drives innovation to improve the way the world works and lives visit us at download ppt photo 1 view contact details,HR,['Operations'],['Operations'],"['demand', 'resource', 'resources', 'scheduling', 'update', 'recruitment', 'supply', 'delivery', 'hr', 'provide']",['operations'],SKILL
job description send me jobs like this conduct training for new joiners on communication quarterly floor sweep conducted to analyse the bottom quartile coaching and regular feedback to be given for bottom quartile agents working in collaboration with clients on various projects monitoring calls and giving feedback to train employees in soft skills linguistic skills to monitor all calls and analyze the quality of calls to provide coaching to the employees and ensure quality standards are maintained to assist the operations department in enforcement of procedures to develop implement training modules salary inr 3 00 000 4 50 000 p a industry bpo call centre ites functional area ites bpo kpo lpo customer service operations role category training role voice accent trainer keyskills training coaching desired candidate profile please refer to the job description above education ug graduation not required pg post graduation not required company profile firstsource solutions ltd firstsource solutions ltd its a bpo based in malad mumbai download ppt photo 1 view contact details,ITES,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']","['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']","['calls', 'training', 'bpo', 'feedback', 'employees', 'ites', 'operations', 'quality', 'soft', 'floor']","['operations', 'bpo', 'kpo', 'customer service', 'communication']",SKILL
job description send me jobs like this we are looking for result oriented business managers for our organisation 1 the candidate ought to have strong experience in end to end client acquisition 2 good understanding of various permanent rpo contract staffing pricing models 3 proven expertise and experience of acquiring reputed organizations 4 should be able to generate quick leads 5 excellent in developing business strategies with a good knack of closing commercials 6 good industry contacts and network 7 excellent knowledge of hiring trends and industry dynamics 8 good communication and interpersonal skills 9 should be able to manage pressure and work under strict deadlines 10 should be focused and a team player working with minimum suprevision salary inr 4 00 000 9 00 000 p a industry recruitment staffing functional area sales retail business development role category corporate sales role sales business development manager keyskills non it it staffing desired candidate profile education ug any graduate any specialization graduation not required pg any postgraduate any specialization post graduation not required doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile nova human resource outsorcing pvt ltd nova hro nova human resource outsorcing pvt ltd novahro is a premier recruitment staffing firm operating from mumbai pune bangalore and chennai we recruit staff for indian and international mncs across industry verticals download ppt photo 1 view contact details,Sales,['Communication'],['Communication'],"['staffing', 'human', 'good', 'resource', 'sales', 'business', 'end', 'able', 'recruitment', 'excellent']",['communication'],SKILL
job description send me jobs like this opening for telecallers for english and hindi language fresher experienced at outbound telecom bpo with handsome salary incentive sunday off day shift 1 qualification min12th pass good comm computer skils 2 experience less than 2yrs salary inr 1 00 000 1 50 000 p a attractive incentives industry bpo call centre ites functional area ites bpo kpo lpo customer service operations role category voice role telecalling telemarketing executive keyskills outbound calling bpo and call centre bpo and ites bpo and csr bpo and voice bpo and cse call centre outbound voice bpo csr ites telecaller tele marketing executive telesales executive telecaller female customer care executive desired candidate profile education ug any graduate any specialization graduation not required pg post graduation not required doctorate doctorate not required please refer to the job description above company profile adroit synergies private limited adroit synergies private limited a leading bpo for telecom and ecommerce industry at adroit we work with complete transparency for client and employee satisfaction contact us reeta hr email us download ppt photo 1 view contact details,ITES,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Hindi']","['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Hindi']","['bpo', 'outbound', 'ites', 'voice', 'executive', 'centre', 'telecom', 'private', 'limited', 'customer']","['operations', 'bpo', 'kpo', 'english', 'customer service', 'hindi']",SKILL
job description send me jobs like this revenue generation people mgt customer service retail store operation vm marketing shop in shop competition mapping controlling pilferage general maintenance p l abp female for kamla nagar location male for raj nagar ghaziabad location salary inr 4 50 000 6 00 000 p a industry retail wholesale functional area sales retail business development role category retail sales role retail store manager keyskills store manager asm retail manager operations retail abp assistant store manager value retail apparel retail garment retail apparel outlet apparel sm female desired candidate profile education ug any graduate any specialization pg any postgraduate any specialization doctorate any doctorate any specialization doctorate not required candidate currently working for apparel or value retails format can apply company profile roch manpower consultants a leading retail group a leading retail group download ppt photo 1 view contact details,Sales,"['Customer Service', 'Operations']","['Customer Service', 'Operations']","['retail', 'store', 'manager', 'value', 'group', 'sales', 'location', 'leading', 'assistant', 'operation']","['operations', 'customer service']",SKILL
job description send me jobs like this the sfdc admin lead will be responsible for lead develops approves executes on the sfdc operational strategy roadmap and serves as the internal champion and subject matter expert for the sales order learning app pls call to pooja salary inr 6 00 000 7 00 000 p a industry bpo call centre ites functional area ites bpo kpo lpo customer service operations role category back office web transaction processing role team leader nontechnical keyskills team handling sfdc support sfdc admin lead sfdc semi technical team lead global support desired candidate profile excellent communication skills willing to work in rotational shifts good exp in team handling sfdc admin company profile creative indians a leading client of creative indians international bpo download ppt photo 1 view contact details,ITES,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']","['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']","['lead', 'admin', 'bpo', 'creative', 'team', 'handling', 'ites', 'support', 'transaction', 'app']","['operations', 'bpo', 'kpo', 'customer service', 'communication']",SKILL
job description send me jobs like this develop e commerce marketplace technologies used by everyone skills java javascript html css php mysql python django salary not disclosed by recruiter industry internet ecommerce functional area it software application programming maintenance role category programming design role software developer keyskills html javascript mysql php python java django css web development web technologies desired candidate profile education ug b tech b e any specialization pg any postgraduate any specialization post graduation not required doctorate doctorate not required company profile matt3r we are a free to use open source platform for the on demand economy our platform lets anyone with a marketplace idea connect customers with goods and services in ther market as barriers to entry in creatign on demand marketplaces fall we feel the need to consolidate the technology and create a powerful freemium model where any idea can be experimented with go from idea to founder of your own custom on demand marketplace i minutes download ppt photo 1 view contact details,IT Software - Application Programming,"['Python', 'Java', 'JavaScript', 'HTML', 'CSS', 'MySQL', 'Internet', 'php']","['Python', 'Java', 'JavaScript', 'HTML', 'CSS', 'MySQL', 'Internet', 'php']","['demand', 'mysql', 'python', 'php', 'css', 'html', 'platform', 'javascript', 'java', 'web']","['java', 'javascript', 'css', 'mysql', 'python', 'internet', 'html', 'php']",SKILL
job description send me jobs like this java salary not disclosed by recruiter industry chemicals petrochemical plastic rubber functional area design creative user experience role category creative role web designer desired candidate profile education ug any graduate any specialization pg any postgraduate any specialization doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile ankit bhatnagar consultant recruiter at kals download ppt photo 1 view contact details,Design,['Java'],['Java'],"['creative', 'designer', 'consultant', 'user', 'doctorate', 'specialization', 'java', 'web', 'recruiter', 'role']",['java'],SKILL
job description send me jobs like this m sc b tech m tech mba graduates in any branch of biology with good interpersonal and communication skills prior experience in sales marketing in a related field would be preferred you will utilize your technical knowledge and communication skills to promote cutting edge technological tools for life sciences research you will develop strategies resourcefully conduct activities to sell technology products to scientists and provide quality support we intend recruiting such talented candidates in several cities across india salary not disclosed by recruiter industry it software software services functional area sales retail business development role category retail sales role sales executive officer desired candidate profile education ug b b a pg mba pgdm doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile spinco biotech pvt ltd spinco biotech pvt ltd download ppt photo 1 view contact details,Sales,['Communication'],['Communication'],"['sales', 'biotech', 'mba', 'biology', 'retail', 'branch', 'recruiting', 'graduates', 'prior', 'edge']",['communication'],SKILL
job description send me jobs like this to analyse the target segment for the cps products basis the current processes of these corporates advise propose various payment solutions and execute the implementations he she will be meeting the cfo ceo finance heads for presentation on various products relating to commercial payment solutions to achieve the spends targets by using the 5 product offering under the cps umbrella viz corporate purchase dealer distributor aviation utility and central travel cards we are part of cards division and nothing do with retail cards sourcing we issue limits to corporates and the corporate decides to issue limits on cards to ensure a balance between penetration existing sourced corporates for enhanced spends while still maintaining focus on the new acquisitions relationship setups ensuring the delinquencies remain under control and within specified parameters levels regular follow ups on every payment cycle and addressing general issues of the company once it gets setup in the system requirement should have completed minimum 1 year in current job good communication analytical skills must be a graduate postgraduate in any field corporate sales experience of 2 3 years salary inr 3 00 000 6 00 000 p a industry banking financial services broking functional area sales retail business development role category corporate sales role sales business development manager keyskills sales management corporate sale b2b sales credit card sales sales manager desired candidate profile education ug any graduate any specialization pg any postgraduate any specialization post graduation not required doctorate doctorate not required please refer to the job description above company profile hdfc bank limited hdfc bank ltd was promoted in the year 1994 by the premier housing finance company of the country hdfc ltd the bank commenced operations as a scheduled commercial bank in january 1995 today the bank has a nationwide network of over 2000 branches and 5624 atms spread over 996 towns and cities across india the banks american depository shares ads are listed on the new york stock exchange nyse and the global depository receipts gdrs are listed on luxembourg stock exchange the bank has been bestowed with numerous awards and accolades from top national and international agencies magazines hdfc bank comprises of a dynamic and enthusiastic team determined to accomplish the vision of becoming a world class indian bank our business philosophy is based on our four core values customer focus operational excellence product leadership and people we believe that the ultimate identity and success of our bank will reside in the exceptional quality of our people and their extraordinary efforts we are committed to hiring developing motivating and retaining the best people in the industry the bank s objective is to build sound business franchises across distinct businesses so as to be a preferred provider of banking services for target retail and wholesale customer segments we are committed to healthy growth in profitability while ensuring the highest levels of ethical standards professional integrity corporate governance and regulatory compliance download ppt photo 1 view contact details,Sales,"['Operations', 'Communication']","['Operations', 'Communication']","['bank', 'sales', 'corporate', 'payment', 'exchange', 'stock', 'people', 'committed', 'commercial', 'retail']","['communication', 'operations']",SKILL
job description send me jobs like this description are you looking eager to work on plm domain then this is the right place and platform to kick start your career prolim is curently seeking teamcenter developers with relevant 5 years of experience for mysore and hyderabad location for one of our top clients about prolim corporation prolim is a leading provider of end to end it plm and engineering services and solutions for global 1000 companies they understand business as much as technology and help their customers improve their profitability and eficiency by providing high value technology consulting stafing and project management outsourcing services their it and plm consulting oferings include advisory plm software services program management solution architecture training stafing cloud solutions servers networking infrastructure erp practices and qa services engineering services include data translation cad cam cae process product engineering prototyping and testing validation within a wide range of markets and industries job description plm cad packages teamcenter 10 1 4 10 1 9 0 8 3 bmide unigraphics nx9 0 7 5 6 0 tcra 10 1 aw 2 4 rapidstart 10 1 2 teamcenter reporting and analytics programming languages and tools teamcenter integration toolkit itk server side teamcenter rich client side programming ug nx open api ufunc programming ug nx knowledge fusion programming ug kf ui styler unigraphics menu script c c java programming swt experience solid c and java programme experience in teamcenter plm and playing the role of a lead or senior plm consultants curently solid experience in tcra awc and upgrade requirement analysis with customers and efort estimation server client side development ui configurations through stylesheets data model implementation in bmide bmide configuration rich client user interface modifications through stylesheets new business object wizards and custom menu options contribution eforts associated with teamcenter software releases system upgrades patches and troubleshoot software related problems self motivated to improve technical expertise in anticipation of changing industry developments team player and excelent communication skils about prolimcorporation prolimis a leading provider of end to endit plm and engineering services and solutions for global 1000 companies they understand business as much as technology and help their customers improvetheir profitability and eficiency by providing high value technologyconsulting stafing and project management outsourcing services their it and plm consulting oferings include advisory plm software services program management solution architecture training stafing cloud solutions servers networking infrastructure erp practices and qa services engineering services include data translation cad cam cae process product engineering prototyping and testing validation within awide range of markets and industries salary not disclosed by recruiter industry it software software services functional area it software other role category programming design role software developer desired candidate profile education ug b tech b e pg m tech doctorate any doctorate any specialization doctorate not required please refer to the job description above company profile prolim infosystems pvt ltd prolim infosystems pvt ltd download ppt photo 1 view contact details,IT Software - Other,"['Java', 'C', 'Communication']","['Java', 'C', 'Communication']","['services', 'engineering', 'include', 'software', 'programming', 'validation', 'end', 'servers', 'markets', 'solid']","['communication', 'c', 'java']",BI_TOOL
job description send me jobs like this work with oracle s world class technology to develop implement and support oracle s global infrastructure as a member of the it organization assist with the analyze of existing complex programs and formulate logic for new complex internal systems prepare flowcharting perform coding and test debug programs develop conversion and system implementation plans recommend changes to development maintenance and system standards job duties are varied and complex utilizing independent judgment may have project lead role bs or equivalent experience in programming on enterprise or department servers or systems salary not disclosed by recruiter industry it software software services functional area it software application programming maintenance role category programming design role software developer desired candidate profile education ug b tech b e pg post graduation not required doctorate any doctorate any specialization doctorate not required department description oracle applications labs oal a part of oracle applications development runs the oracle software that runsoracle oal is responsible for implementing running and improving nearly allof oracle s enterprise applications crm hcm financials scm you name it weuse oracle s own real life business requirements as a test bed forinnovation we often race out ahead of standard product and build extensionsand custom applications to meet the needs of our 100 000 employee fortune 100 company once proven our ideas and innovations quickly find their way back into coreproduct we also ensure that oracle is always oracles best reference for ourenterprise applications within oal the crms salesteam is looking after the implementation and support of crm sales processes andapplications used at oracle being a valued partner to oracle s productdevelopment and internal business organizations by validating products andenabling the business process evolution team also showcase and share crmimplementation best practices with customers working in partnership with thesales line of business the team helps to enable process optimization andprovide solutions to business needs the solutions owned by oalcrms sales are used by oracle sales organizations globally supporting over20 000 people they include oracle products and technologies such as oraclefusion crm siebel crm oracle business intelligence obi crm analytics adf extensibility framework and soa bpel integration using aia the incumbent should haveextensive functional and technical hands on capabilities and knowledge as itrelates to all aspects of oracle technology with a heavy emphasis on the oracleapplications technologies this is a hands on technical position responsibilities implementation customization codingextensions support of oracle fusion crm modules being part of a globalsolutions team partnering with the businessto define business practices and analyzing specific business problems participate in useracceptance testing on new products and versions work with development teamsto understand new capabilities and assist in resolving product gaps and enhancethe product to better meet the market place responsible for technicalset up of crm modules on implementation and production instances develop and action migrationscripts test plans and performance plans work with product developmentand oal groups to ensure system availability for conference roompilots and user acceptance tests conduct product training forbusiness end users develop and share bestpractice technical process documents contribute to globalknowledge repositories skill set be btech mca mtech me mbadegree from reputed institutions 2 8 years experienceimplementing supporting oracle erp crm applications good experience in java j2ee sql pl sql oracle db and adf proficiency in relationaldatabase concepts excellent written and verbalcommunication skills ability to communicate withother teams to resolve the issues and get the dependencies resolved strong customer managementskills strong relationship buildingskills strong team player in takingownership of issues and resolving them desirable skills experience insoap xml web services experience in oracle soa bpel oracle adf odi obiee experience is designing anddeveloping web based applications strong functional skillsin crm modules knowledge on crm sales marketing and ecommerce flows company profile oracle india pvt ltd oracle india pvt ltd download ppt photo 1 view contact details,IT Software - Application Programming,"['Java', 'SQL', 'Oracle']","['Java', 'SQL', 'Oracle']","['oracle', 'crm', 'applications', 'business', 'modules', 'product', 'implementation', 'develop', 'plans', 'sales']","['oracle', 'java', 'sql']",SKILL
