jobid,jobtitle,normalized_skills
301115038193,Diploma in ECE and ECE Fresher/experience core Industry,['Apache Spark']
111015000332,Senior NABH Consultant for Chennai & Tamil Nadu,"['R', 'Operations']"
281015009583,Direct Appointment - Only Electrical / Electronics Engineers Freshers,[]
271115005767,Opening for Dotnet Professionals,"['C', 'HTML', 'Communication']"
11215009012,Trauma Care Technologist,['R']
51115002951,Marketing and Brand Management- Middleeast Opening ( Dubai),['Internet']
230614001467,Junior Officer - Quality Assurance / Quality Control,[]
11215900052,Corporate Sales - Mice/corporate Travel/leisure Travel,[]
271115901133,Lead Recruitment - J35896,[]
281115004173,Front End UI Developer,"['JavaScript', 'HTML', 'Internet', 'Angular', 'CSS']"
241115005712,FMCG Product Promoter -chennai,"['English', 'Hindi']"
131015000792,Sr Sales Engineer,['Communication']
250915005322,Opportunity for BPO Professionals and Freshers with Sensiple,"['BPO', 'Communication', 'AWS']"
261015004982,Senior Executive Marketing,"['MS Office', 'English', 'Tamil', 'Communication']"
301115087322,Contract to Hire Position for the Profile of Core Java DB2 for Bangalo,"['Java', 'SQL', 'English', 'Communication']"
250815000540,Email Chat Support Non Voice Process - Good Comm Skills in Eng Reqd,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Communication']"
161015003432,Cassandra,[]
291015006545,Front Office Administrator : 1-2 Year : Female Only : Chennai,['Communication']
291015003038,Opportunity for Support Integration Developer(java)-night Shift,"['Java', 'SQL', 'Oracle', 'Operations', 'Communication']"
281115001295,Business Development Executive,['Internet']
271115005307,Branch Operations Manager - Liability Branch,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Operations', 'Tamil']"
271115900090,IFMR - Associate Director - Credit - Small Business & Housing Finance,"['Excel', 'Communication']"
261115900862,Export Manager - Africian Region,['English']
271115004669,Tekla Detailer- Urgent,['R']
11015002712,Fresher/ Engineers -be/diploma in Electrical/electronics,[]
61115005270,Planning Representative,[]
271115002200,Customer Care Manager - 4 Wheeler Automobile Service Center,"['MS Office', 'Customer Service']"
301115082164,Process & Quality Control,[]
41115002801,Asp.net Developers -senior Software Engineer - Product Devlopement,"['C', 'JavaScript', 'CSS', 'SQL', 'Oracle', 'Operations']"
310510000814,Oracle / SQL / Sybase / Teradata / DB2 DBA & Windows / Unix Admin,"['SQL', 'Oracle', 'Operations']"
301115074334,"Aeronautical Process_voice, Chennai. Contact: Dilshad_9940254459","['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
301115093026,Pharmacist (or) Sr Pharmacist (or) Dispensing Pharmacist,['R']
11215008342,Opening for Team Leader - Medical Coder for Leading Healthcare Chennai,"['R', 'Operations']"
301115090110,Area Sales Head - Chennai,[]
281015009589,Fresher/ Diploma/graduate/electrical Engineer,['Transformers']
41115007342,Mega Walk-in for Freshers(0-2 Years of Experience),"['BPO', 'Call Center', 'Operations', 'Communication']"
141115001110,Urgent Demand: Iseries/i-series/as400/as-400 Administrator,"['Operations', 'Communication']"
301115074579,HCL Bserv Hiring for Junior Engineer Product Support / Tech Support,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Communication']"
11215009236,Sales Manager - Freight ( Air & Sea) - 6 Positions,['Communication']
301115087266,Sales Executive Male for Bangalore / Chennai,['Operations']
271115000113,"Opening with a Top FMCG Company- CA, CA Inter Required",[]
11215009215,Business Development Manager -direct Sales/life-call,[]
201015006186,Sr. Executive - Front Office,"['Customer Service', 'Operations', 'Communication']"
60915001237,Chemical Engineer,[]
281115900522,Project Team Member - Starter Motors,"['R', 'Communication']"
291115900083,Finacle Developer and Tester,[]
281015007119,Executive-leads Management Team(stock Broking),"['Customer Service', 'BPO', 'KPO', 'Operations', 'Hindi', 'Communication']"
271115001843,Business Executive[field Sales]-delhi/bangalore/chennai/hybd//mumbai,['Internet']
301115093146,Opening for Content Writer with E-commerce Company,"['Internet', 'Communication']"
271115005769,Dotnet,[]
281115004111,Android Mobile Application Developer,['Java']
271115005550,Production Injectables for Leading Pharma Company in India,[]
281115000715,Looking for a Front Office Executive,"['Internet', 'Data Entry', 'English', 'Tamil', 'Communication']"
281115000811,SABA Developer,"['Java', 'Operations', 'Communication']"
71015005216,Urgent Opening foe Windows and Vmware Chennai,[]
311015004278,Unica,[]
251115000528,Director - Data Scientist - Nlp/r/sas,"['R', 'Natural Language Processing', 'Communication', 'Machine Learning', 'Data Science']"
301115089990,Trainer for ICD 10 Coding (part Time),"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
281115001010,Urgent Opening for Sales Executive with a Reputed MNC,"['English', 'Hindi', 'Communication']"
301115900566,Senior UI Developer - Html/css/javascript,"['Java', 'CSS', 'HTML']"
11215009427,Tele Sales & Marrketing,"['Basic Computer Knowledge', 'MS Office', 'BPO', 'Call Center', 'English', 'Hindi', 'Communication']"
271115000071,Diploma in Mechanical Engineers Freshers and Experience core Industry,['Apache Spark']
300915003549,Internship Program for Java/j2ee - 0 to 1 Year Experience,"['Java', 'JavaScript', 'HTML']"
261115007411,Walk-in at Real Image Media Tech Pvt Ltd 27th November,"['Internet', 'Customer Service', 'Customer Support', 'BPO', 'KPO', 'Operations']"
281115000271,"Fresher - dme, dae, deee dip in Plastics Passed 2014/2015 Batch - auto",[]
271115000392,Accounts Assistant,['Basic Computer Knowledge']
281115003460,Opening for Freshers for Voice in Tier 1 Company -sharan-9940051993,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
180615004362,Medical Coding - Go For Yogam - Go For Success - Whatsapp@ 09789004777,"['Customer Service', 'BPO', 'KPO', 'Operations']"
301115087593,Php Developer,"['Communication', 'php']"
271115005980,"Business Banking(working Capital) : Leading bank :hyd, Chennai, Cochin",[]
291115000040,Opportunity - Sun Solaris - Interview 5th Dec 2015 (saturday) - Noida,"['SQL', 'Oracle']"
281115000007,GM HR,[]
281115001240,Webmethods Developer Opening for Product Based Company @ Che/ban,"['Java', 'Oracle']"
261115006572,Asst. Manager - Finance 3-6yrs,['Communication']
271115000234,International Voice Process for Freshers,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
191115006003,PA to SVP,"['Data Entry', 'Typing', 'Communication']"
11215009814,Front Office Executive,"['Data Entry', 'Communication']"
301115091076,Executive/senior Executive-accounts,[]
301115900550,Delivery Manager,"['Java', 'R', 'Operations', 'Communication', 'Express.js']"
261115007787,Territory Business Manager ( Insulin Div.),"['C', 'R']"
300915005560,Electrical Engineer - Facility Management,['C']
120815007627,PHP Developer (0-3yrs),"['JavaScript', 'MySQL', 'php']"
301115082448,Electrical Engineer,['R']
90915003746,Online Trainer - Big data Technologies,"['R', 'Oracle', 'Hadoop', 'Apache Spark']"
301115900809,Senior Technical Writer - Networking/xml,"['R', 'Excel', 'MS Office', 'PowerPoint', 'English', 'Communication']"
271115001340,Asst. Manager - New Product Development,['C']
251115003223,Therapy Specialist & Counsellor- Clinical Psychologist.,"['Excel', 'Communication']"
281115900637,Linux Administrator,"['English', 'Communication']"
271115000053,"Female Custoner Care, Executive Front Office","['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
191015006316,Dell - Opportunity for Network Development Engineer (C Developers),"['C', 'R']"
291115000035,Opportunity - Cisco Voice - Interview 5th Dec 2015 (saturday) - Noida,"['SQL', 'Oracle']"
271115006992,Opening for Sale Manager in Quikr.com - Chennai,"['R', 'Internet']"
261115003899,Urgent Opening for Relationship Manager Bancassurance - IDBI,[]
20415002584,Housekeeping Attendant,[]
301115077411,Senior Manager - Finance Operations,"['Excel', 'Operations', 'Communication']"
31115001325,Civil Site Engineer / Supervisor,[]
261115005058,Oracle DBA Consultant,['Oracle']
191115000718,Head - Talent Acquisition,[]
190915004696,Fresh's in call Center/project Seekers Walkin Imdtly for Voice Process,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Tamil', 'Hindi', 'Communication']"
271115001557,Customer Service/sales Team Leader/telesales Executive/trainee,"['Customer Service', 'Computer Vision']"
301115077665,Management Trainee - Project Management,"['Communication', 'AWS']"
301115080018,Manager Purchase /auto Industry / Chennai/oragadam,[]
11215010540,Walkin Interview for Anesthesia Medical Coders( 20 Openings ),"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
271115006127,Openings for SEO Analyst / Digital Marketing Analyst,['Internet']
291015000787,Urgent Vacancy for Hindi Voice Process,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
121015002469,"Online Trainer - Red hat open Shift,bpms,brms,angular Js,node js","['Angular', 'Node.js', 'HTML', 'JavaScript']"
291015001324,Regional Corporate Sales & Placements Manager - Education Industry,['Operations']
301115065868,Walk ins for Fresher / Experienced - UK Voice Process - (spot Offer),"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Communication', 'Computer Vision']"
81214000022,US IT Recruiter / Technical Recruiter - US Staffing - Work From Home,"['Internet', 'Operations', 'Communication']"
301115085697,java Developer,"['Java', 'SQL', 'Communication']"
301115087424,Manager - Quality,"['MS Office', 'Communication', 'TypeScript']"
281115000224,Assistant Manager Costing,['Operations']
271115003547,Walkin Drive for Maths Primary Teacher - Alpha CBSE School,"['C', 'Tamil', 'Communication']"
271115007587,Opening FOR Change Management WITH Infrastructure i IN Chennai,"['Operations', 'Computer Vision']"
261115008069,Quikr Hiring - Telecallers for Outbound Sales Process,"['R', 'MS Office', 'Internet', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
241115005323,QA (manual & Automation ) - Product Development,['Operations']
261115005884,Opening for HR - Recruitment (fresher with Excellent Communication),['Communication']
281115002796,Business Head-industrial Consumable-mnc-chennai,[]
261115901385,Associate Manager,"['Java', 'R', 'SQL', 'Customer Service', 'BPO', 'KPO', 'Operations']"
261115006916,Webmethods Developer Opening for Product Based Company @ Chennai,"['Java', 'Oracle']"
271115901092,Cobol Developer - Jcl/db2,['SQL']
281015009580,Engineer (freshers),[]
271115006558,Urgent Opening for Technical Support/developer for CMMI Level5 Company,"['Java', 'SQL', 'Oracle', 'BPO']"
301115056198,Mechanical Engineer / Diploma- Freshers Also Apply,[]
51115901414,Walk in for Java Professionals@inlogic Technologies on 28.11.2015,"['Java', 'JavaScript', 'HTML', 'CSS', 'Oracle', 'BPO', 'Call Center']"
271115006148,NEED Business Managers-it/non IT Staffing,['Communication']
131015005509,Asm-chennai for FMCG in MNC,['Communication']
261115006445,Urgent Opening For Business Development for one of Leading Company,[]
11215008374,"Operations Zonal Head, Regional Manager, Zonal Head, Zonal Manager,",['Operations']
281015009577,Fresher/ Diploma/graduate/electrical Engineer,['Transformers']
11215010786,Opening for WLAN Test Engineer with MNC Client @ Chennai,[]
150915000450,GM ( Marketing ) - Long & Flat ( Steel Product ),"['Oracle', 'Operations', 'Communication']"
261115900551,SOAP UI - Consultant,"['SQL', 'Communication']"
271115005386,Manual Testing Professionals Are Invited @ Aspire Systems,['Communication']
261115900054,Sales Executive,['Communication']
281115900429,India - Head Quality,"['Tamil', 'Communication', 'TypeScript']"
271115001857,Project Manager,"['Excel', 'Operations', 'Communication']"
301115085244,Tibco Developer,['R']
271115001593,Immediate Requirement for Accounting Profile,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication', 'Computer Vision', 'C']"
21115004491,Very Urgent Openings for Software Engineers @ Chennai Location,"['C', 'Computer Vision']"
191015000011,Fresher SAP FICO Consultant Entry Level Jobs,[]
11215009313,Reginal Executive- Admin& Legal,"['C', 'R', 'Communication', 'Express.js']"
281115004403,Sr Engineer / Asst Manager- Design (refrigeration),[]
41115002741,Purchasing Supervisor (fresher most Welcome),['Operations']
131115001875,Graphic Designer,"['HTML', 'CSS']"
60815004641,Key Relationship Manager- Wealth Management,['Communication']
281115002699,unit Manager,[]
271115901456,Engineer,"['Java', 'C', 'R', 'SQL']"
170815000856,QC Chemist,['R']
11215005468,"Director Sales,associate Director",[]
281115000184,Test Engineer - Automation Testing,['Java']
301115081485,ERP Implementation and Support @ Chennai,"['Oracle', 'Operations']"
261115005824,Java Developer,"['Java', 'SQL']"
281115900649,WAS Administrator,"['Python', 'SQL', 'English']"
251115900276,AVP - Business Development - Finanical Services,[]
211115000523,Receptionist cum Admin Executive,[]
11215009258,"Relationship Managerr-direct Sales,life Insurance- Call",[]
40915004927,Online Trainer - Oracle Technologies - Part-time,"['SQL', 'Oracle']"
210714001110,Executive / Sr. Executive - Ocean Export,"['Operations', 'Communication']"
41015000445,Mechanical Maintenance Engineer,[]
301115072463,"Walk in for B.com, MCOM - Finance Freshers on 1st & 2nd Dec 2015","['Excel', 'MS Office', 'BPO', 'Communication']"
121015004358,Senior Developer - Qlikview,[]
181115002672,Sr. Customer Relationship Officer (premium Lighting),['Communication']
190615002065,Medical Coding Weekly Campus Drive @ Yogam BPO- Whatsapp @ 09789004777,"['R', 'BPO']"
241115001937,Corporate Sales Tax Incharge,[]
301115094784,Cognizant Hiring for Java Cloud Technology Professional,"['Java', 'AWS', 'BPO', 'Computer Vision', 'GCP']"
51115007853,Senior Network Security Engineer L2 - Chennai,"['Network Security', 'Internet', 'Operations', 'Communication']"
271115002342,Opening for Network Security - Chennai,"['Network Security', 'Computer Vision']"
271115000067,Marketing Executives,[]
281115003705,Walk ins for Fresher / Experienced - UK Voice Process - SPOT Offer,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Communication', 'Computer Vision']"
301115086035,Part time Content Writer and Editor,"['Internet', 'Typing', 'English']"
211115000574,Senior / Principal Correspondent-- Leading Hindi Newspaper,"['Internet', 'English', 'Hindi', 'Express.js']"
261115900858,Business Analyst - JDE Manufacturing,"['Oracle', 'Excel', 'MS Office', 'Operations']"
11215008010,Reqd Asst.manager/sr Engineer - R&D for Auto Industry @ Chennai,['R']
301115076229,AM- KYC Operations Manager,"['Excel', 'MS Office', 'PowerPoint', 'Customer Service', 'Operations', 'Communication']"
271115007228,AREA Sales Executives FMCG Leading MNC- Chennai Metro and ROTN,['Excel']
281015009613,Quality Engineer- Mechanical,[]
261115006689,L1 UNIX Administrator,[]
141115001213,Urgent Demand: Information Security/ Network Security/ Security Tools/,"['SQL', 'Oracle', 'Network Security', 'Customer Service', 'Customer Support', 'Operations']"
121115003380,Opportunity for Build and Release Engineer,"['Java', 'JavaScript', 'HTML', 'Jenkins', 'Operations']"
281115002538,Tibco Developer,"['R', 'Computer Vision']"
241115001312,Senior dot net Developer,"['C', 'SQL', 'Internet']"
271115002037,Job Opening in Manager / Sr Manager / AGM - F&A in Manufactur Company,[]
11215900963,Executive/sr. Executive-sales,[]
281115000791,Recruiter,['Communication']
11215006335,JAVA Developer (3 to 6yrs)-mnc Chennai-interview on 3rd Dec(thursday),"['Java', 'Oracle', 'Communication']"
301115091607,Lead Engineer / Senior Design Engineer - Electrical Layout Design,[]
11215008086,MBA - Marketing Internship Program,[]
271115007796,Divisional Quality Head,[]
140815000046,Industrial Engineer / Chemical Engineer (freshers),[]
201115003917,Opening for Verification Specialist,['Operations']
261115007492,Urgent Requirement for Regional Head South,"['Customer Service', 'BPO', 'KPO', 'Operations']"
61015000039,Electronics Engineer - Freshers,[]
271115005404,An Excellent Opening with Leading MNC Client,[]
181115004586,"Online Trainer -android,java,j2ee",['Java']
281015009593,Fresher Diploma Mechanical/automobile/electrical Engineer,[]
11215007577,Technical Voice Process for Fresher and Tenured- Banu,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations']"
11215005481,Fresher/diploma/degree Civil Engineer,[]
271115004631,Project Assistant Manager - Immediate Placement,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
281115001114,Accounts Payable - Executive,[]
11215007262,GRAB THE Golden Opportunities FOR TOP Bpo's call Merin @ 09620229589,"['R', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Communication']"
231115003152,Sr. Medical Coder/group Coordinater,"['Customer Service', 'BPO', 'KPO', 'Operations']"
281115000735,Sr.engineer -QMS (quality Management Systems )electronic Manufacturing,['TypeScript']
301115085470,Business Ambassador (sales) - Real Estate Mobile App,['Communication']
301115082386,Maintenance Engineer,[]
11215005404,Junior Software Engineer/ Fresher (java/ .net/ Php/ Testing),"['Java', 'C', 'MySQL', 'Internet', 'Communication', 'php']"
281015000751,Urgent Requirement of B.tech- Mechanical & Civil Fresher Engineers,['Communication']
281115000753,Excellent job Opportunity with one of the MNC in Chennai,"['JavaScript', 'HTML', 'CSS']"
271115003167,Dell - Sr Network Development Engineer - Firmware Development,"['Python', 'C']"
281015009611,"B.tech, Diploma Engineer for Production, Plant and Maintenance",[]
11215008968,IT Recruiter - Chennai,['Communication']
251115006295,Urgent Openings for Accounts Executive-chennai,[]
301115089707,Front Office Manager / Duty Manager,"['Customer Service', 'Operations']"
261115006513,HCL Bserv Hiring for Junior Engineer Product Support / Tech Support,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English', 'Communication']"
301115078742,Urgent Opening for Onesource - Sabrix,"['C', 'Communication']"
311015001988,Junior Civil Engineer / Design Engineer (freshers),[]
31115007148,Senior Network Engineer - IT,"['Customer Service', 'BPO', 'Call Center', 'Operations', 'Communication']"
271115900044,Idiscoveri/xseed - Market Manager - B2B Solution Sales,[]
11215006301,Business Development Executive,[]
201115002525,Delivery Lead/ Sr Recruiters_ Contract Staffing Team- Chennai/bglr/hyd,[]
281115900381,Sales Manager,['Communication']
160915003978,"Human Machine Interface Design Engineer, 5-7 yrs, Auto Co. in Chennai","['C', 'Communication']"
280815000993,Software Engineer,"['Java', 'Oracle']"
11215005381,We are Hiring for one of the Reputed School in Bahrain -30,['English']
281115002731,Converged Security Operations Center CSOC in Tech Mahindra Chennai Loc,"['CSS', 'Internet', 'BPO', 'Operations', 'Communication', 'Computer Vision']"
161015002907,Mobile Solution Architects,['Java']
271115005835,Wealth Planning Officer-direct Sales-ctc upto 2.8 / CALL 7736065911,[]
191115003234,Business Development Executive,"['Customer Service', 'Customer Support', 'Operations']"
271115002379,Safety Engineer (retail),"['Excel', 'MS Office']"
261115002275,Team Leader- Tax Research/ Financial Research,"['PowerPoint', 'Operations', 'Communication']"
261115006550,Dot Net Developer,"['C', 'JavaScript', 'HTML', 'SQL', 'Internet']"
251115004635,Veritas Netbackup with Avamar in Chennai,[]
271115007151,Selenium Testing,['Java']
301115082333,HCL Hiring for Citrix Profiles - Chennai Location,['Computer Vision']
61015005292,Executive QA,['R']
281115002978,Voice Process Opening / CALL Center Officer,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Hindi']"
301115067111,Senior Director/ Director - Development/ Technical Director,[]
220815002174,Sales Executive 1-2 yrs Exp,"['Customer Service', 'Communication']"
120815001431,Vision System- pre Sales cum Sales Engineer -west and South,[]
261115004526,Inviting Java Professional on 28th Nov'15 ( Sat at Intellect- Polaris,"['Java', 'C', 'JavaScript', 'HTML', 'SQL', 'Oracle', 'Communication']"
100815003398,Excellent Opportunity for Freshers with Sensiple @ Siruseri,"['Internet', 'Communication', 'C']"
281115900361,Sr. Design Engineer - Seating Design (10 Nos),"['R', 'English', 'Communication']"
301115077442,Senior Manager Finance,"['Internet', 'Communication']"
271115005163,Branch Manager - Liabilities,"['Customer Service', 'Operations', 'Tamil']"
281115003281,Looking for Corporate Hr-vandavasi and Chennai,['Communication']
91015006802,Sr Executive & Executive-payroll,"['MS Office', 'BPO', 'Call Center', 'Operations', 'Communication']"
261115900077,Business Intelligence - Logic Analytics / Data Visualization,"['SQL', 'Communication']"
261115000363,Assistant Manager - Quality Standard room -auto Engine part mnc - chen,[]
261115000379,"Java Developer 3 to 5 Yrs Exp, Hyderabad/ Chennai","['Java', 'Operations', 'Communication']"
211115002798,Specialist - Digital Marketing,"['Internet', 'English', 'Communication']"
241115900596,Web Designer - Html/css - Healthcare Technology Startup,"['HTML', 'CSS']"
241115002545,Operations Manager - Manufacturing-bpo/kpo/financial,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
211115003506,Immediate Requirement for Java Developer with cmmi Level 5 Company.,"['Java', 'SQL', 'MongoDB', 'Oracle']"
221115000055,Immediate Openings for IBM Integration Designer (iid) Professionals,[]
261115003959,Selenium Test Engineer/2-5 Yrs/chennai,"['Internet', 'Operations']"
261115000330,Senior Engineer - Quality Standard room - auto Engine part mnc - chen,[]
191015000994,Civil Engineer for Real Estate Company for Maldives,['R']
180915900080,Sharepoint Developer - C#/javascript,"['Java', 'C', 'JavaScript']"
231115000845,EOC- Linux ( NOC / Operations Center) || Early Joining || Chennai,['Operations']
251115002313,Wanted Web Designer for a Software Company in Chennai.,"['Java', 'C', 'JavaScript', 'HTML', 'CSS', 'SQL', 'MySQL', 'BPO', 'php']"
251115005745,FNA Drive,"['C', 'R', 'BPO', 'Call Center']"
231115000571,Dietitian,"['R', 'Excel', 'MS Office', 'PowerPoint', 'Communication']"
251115006515,Java Developer,"['Java', 'Operations', 'Communication']"
241115007967,Urgent Openings for UI Developer( Contract Job Type),"['Angular', 'React', 'Node.js']"
101015000625,Business Development Executive,"['Operations', 'Communication']"
191115900625,Manager - Industrial Relations - Corporate Office - Mfg,['Tamil']
241115000847,Senior Centre Manager,"['C', 'Operations', 'English', 'Communication']"
231115007653,Quikr Hiring Salesmanager -online Space Selling for Services Vertical,"['R', 'Internet']"
210815003059,"Area Sales Manager at Chennai, Hyderabad",['Communication']
121015005009,Area Sales Manager at Chennai & Hyderabad,"['English', 'Communication']"
231115006205,TCS Hiring BMC Patrol Admin- Chennai Location,[]
241115005755,Business Development Manager,"['Customer Service', 'Call Center']"
251115001021,Recruitment Coordinator-chennai,"['Excel', 'MS Office', 'Communication', 'Computer Vision']"
231115000711,Challenging Pega Openings with American Express in Gurgaon,['Express.js']
241115006283,Mainframe Tech Lead(contract),"['BPO', 'Operations']"
251115001160,Inspection Executive (male),"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
231115900955,Lease Abstraction Services,['Excel']
221115000468,Experience Female PHP Developer,"['JavaScript', 'HTML', 'CSS', 'MySQL', 'php']"
261115003214,Admin Assistant,"['MS Office', 'English', 'Hindi', 'Communication']"
91115003723,Mechanical Engineer (freshers Most Welcome),[]
211115003260,Statutory Auditor/ Internal Auditor,['Communication']
231115002655,Electrical Draftsman,[]
211115003499,.Net Developer @ Product Based MNC - Contact - Jai - 9500125116,['C']
261115002526,Weblogic Administrator - Apache/tomcat,[]
251115003829,Recruiter/resource Associate,[]
211015000759,Audiologist,"['R', 'English', 'Hindi', 'Communication']"
251115003776,"Exclusive Walk-in, Infosys BPO Hiring Non Voice Process, Chennai","['C', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
201115006689,Opening for Software Test Engineer with a Leading Mnc_chennai,[]
191115007921,Assistant Construction Manager - Freshers Also Apply,[]
231115003729,Area Sales Executive,[]
241115003238,Duty Doctor-chennai,['C']
251115001340,Relationship Manager - Corporate Banking,"['Operations', 'Tamil']"
231115007168,Quality Executive_medical Records,"['Customer Service', 'BPO', 'KPO', 'Operations']"
260915000605,Accounts Executive (SAP Exp is Must) - Junior Level,[]
270515000003,Sales/business Development Manager,['Operations']
251115002804,TSE - Pharma Sales (fresher / Experienced),[]
260515007814,Accounts & Finance Executive,['Operations']
251115006472,Java Developer,"['Java', 'Operations', 'Communication']"
251115003622,"AGM/ DGM - Project Management Officer for F&A, Noida/ Chennai","['Excel', 'MS Office', 'MS Word', 'BPO', 'Call Center']"
211115003603,Immediate Opening for General Ledger Contact Anupriya @ 9840043380 .,['BPO']
240915004344,Openings for HR Generalist,"['Customer Service', 'Customer Support', 'BPO', 'KPO', 'Call Center', 'Operations']"
180915900202,Lead - Production Support - L1,"['SQL', 'Oracle']"
211115003730,"General Ledger Process @ Pcmmi Level 5 Company,contact - 9500125116","['BPO', 'Call Center']"
231115006238,Urgent Opening in a MNC,"['R', 'Hadoop']"
231115002973,Executive Regulatory Affairs,[]
261115002930,Area Sales Manager - Institution Sales,[]
231115002208,Walk-in for - AR Analyst AR Callers Demo&charges,"['Excel', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'Communication']"
231115006250,Walkin| Service Desk | Jaipur | Surabhi 9873352247,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
231115004280,Sure Shot : Magento Developer : Contract to Hire : WL : Chennai,"['Java', 'JavaScript', 'HTML', 'MySQL', 'English', 'Communication', 'php']"
231115007403,General Manager - Supply Chain - Agri Farming Industry,[]
251115007053,Immediate Opening For User Interface Developer,"['Java', 'JavaScript', 'CSS', 'Angular', 'Communication', 'HTML']"
261115001952,Opening For Lead Associate UX Analyst- CMMI Level 5 Co - Apply Now,[]
251115006114,Req. Front Office Executive at Chennai.,['Computer Vision']
31015003649,Fresher Software Engineer,"['Java', 'php']"
161115000340,"Head -client Acquisition,degree,3-6yrs Exp in Recrutiment/staffing Ind",[]
211115002886,Urgent Opening for Sales/sr.sales Executives in Club Mahindra,"['English', 'Communication', 'C']"
231115002248,Software Engineer - Dotnet,"['C', 'JavaScript', 'R', 'SQL', 'HTML']"
231115007420,Plant Head/ Manager- Beverages/ Brewery Tins,['Operations']
241115004450,"Eduwizards.com Needs Tutors, Rs 500-1000+/hr - All India",['English']
231115006524,Urgent Opening in Exchange 2010/13 for CMMI Level 5 Company,[]
211115003593,PERL Developer @ UK Based MNC - Contact - Jai - 9500125116,[]
211115003338,Kitchen Stewarding Supervisor,[]
171115900770,Lead - Adobe CQ5 Professional - Java/j2ee,"['Java', 'JavaScript', 'HTML', 'CSS']"
241115900197,Senior Engineer II - C/data Structure,['C']
280515006145,Android Developer (3-6yrs),"['Java', 'JavaScript', 'CSS', 'MySQL', 'HTML']"
231115000343,Sap-portal/sap Qm/sap SCM Apo/sap-supplier Relationship Management,[]
270515003110,Design Engineer/manager,['Operations']
231115001652,MDM Siperian,"['Java', 'Oracle', 'Hadoop']"
231115900952,Application Support Specialist Yardi,"['Internet', 'Typing', 'English', 'Communication']"
241115001135,Regional Marketing Manager,"['R', 'MS Office', 'Internet', 'Communication']"
51115002584,Applications Developer (android),['Communication']
241115007219,Talendrone - Seeking Mainframe Developers for Noida / Chennai Location,[]
251115001086,Manager - Finance cum Accounts,[]
241115007944,Walk In @ Scope International for Centralised Dialler Administrator,"['SQL', 'Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations', 'English']"
241115901094,Senior Engineer,"['Java', 'R', 'SQL']"
241115006936,Looking Dotnet Lead,"['C', 'Communication']"
251115005851,"Technical Resume Writer for a Reputed MNC, Chennai",['Communication']
251115001844,Corporate Sales Openings Educational Domain,"['English', 'Communication']"
301015001990,"UI Developer - Comodo, India","['JavaScript', 'HTML', 'CSS']"
150615000448,Technical Writer,['Operations']
231115003426,Infrastructure Solution Architect,['Communication']
231115006221,Walkin | Service Desk | Jaipur |vipin 8010379690,"['Customer Service', 'BPO', 'KPO', 'Call Center', 'Operations']"
231115900164,Head - Analytics - Home Equity - LAP & HL,[]
131115003873,Openings For Mainframe Developer,['Operations']
180915900070,Equipment Control - Networking/c /linux Expert,['C']
261115000843,Sales Executive / Assistant,"['English', 'Communication']"
241115004683,IBM Watson-lead,[]
271015006215,Junior Officer Stores,['Operations']
241115003196,Presales Oss/bss Solution Architect,['Communication']
251115003679,Senior Executive - Cord Blood Processing,"['C', 'R']"
241115900857,Managers / Asst. Managers -bakery and Confectionery -chennai&pond,"['Customer Service', 'Operations', 'Communication']"
231115005822,Urgent Opening For java and Spring,['Java']
251115003118,TM1 Consultant,[]
241115900329,Systems Support Analyst Team Lead - J35873,[]
191115007911,Workman/foreman/technician Freshers,[]
